Data generated at Sun Jun  2 11:05:05 2019


SEE, SIE, SEI, SII | 2.05021 2.2621 -5.15568 -5.72008 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.36181 3.89247 -1.86548 -2.76068 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.52581 4.94809 -4.91991 -3.88018 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.76194 3.41289 -1.1129 -1.50092 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.87771 4.92953 -1.15936 -2.71478 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.0146 5.35422 -1.72454 -3.44219 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.80602 4.12439 -4.10116 -3.38671 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.12952 4.46634 -1.85101 -1.52779 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.61562 2.66314 -2.80469 -3.88186 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.00038 3.59115 -1.22308 -3.53859 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.97414 3.58413 -2.91318 -1.81568 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.20704 4.60086 -3.2461 -4.96601 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.55628 5.22458 -4.7578 -1.57425 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.96233 4.43133 -2.82081 -3.2594 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.2709 4.26264 -4.08574 -2.47976 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.12076 3.41672 -2.21235 -4.27392 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.61659 2.36111 -4.23467 -4.90962 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.70851 5.8785 -4.22846 -4.46215 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.76529 4.82417 -2.82453 -3.99135 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.04537 4.36798 -4.17099 -2.26622 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.45349 5.99119 -1.34799 -2.07908 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.18541 3.27388 -3.61076 -3.1184 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.86405 2.90175 -4.92753 -1.75684 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.09834 2.32371 -4.08486 -1.50979 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.20998 4.6277 -2.0489 -4.56391 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.73965 3.70663 -3.53012 -2.73217 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.78335 5.97476 -4.84944 -1.81446 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.65883 3.51576 -1.84823 -3.07401 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.31533 2.65938 -4.39785 -2.87294 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.0597 4.41994 -1.43989 -4.39362 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.77578 4.04796 -2.48531 -1.45917 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.82153 5.10657 -1.88459 -2.18579 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.54405 2.86136 -2.6087 -1.50431 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.1364 3.891 -3.27497 -2.88099 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.75504 2.40541 -1.32352 -1.52039 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.96817 5.75236 -4.14622 -2.69452 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.20068 2.16397 -4.55932 -1.2077 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.1866 4.8446 -2.81424 -1.75824 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.47781 5.32951 -1.81801 -3.45001 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.20885 3.56125 -2.26418 -4.55283 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.24495 2.70739 -3.28233 -3.43427 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.40558 2.04835 -1.77896 -4.37446 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.67398 3.64922 -4.58327 -3.95633 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.91222 2.92305 -2.85099 -4.16708 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.08936 4.37366 -1.90675 -4.09717 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.64389 2.91063 -1.21374 -3.3063 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.69658 4.93679 -2.20752 -2.09272 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.0449 3.61943 -2.28972 -4.36643 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.47966 2.13697 -1.58279 -2.08873 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.25958 3.09267 -1.12874 -1.9074 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.84397 5.80246 -1.6523 -4.78051 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.77243 2.41402 -3.90737 -4.57794 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.7899 5.1013 -4.21639 -3.93376 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.50486 5.30583 -2.5352 -4.6303 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.3019 2.78913 -3.9167 -2.73965 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.37376 4.26496 -1.82276 -1.6124 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.74624 5.96429 -3.70852 -3.13982 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.49951 3.07696 -2.11406 -1.89613 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.38131 3.86042 -2.38333 -2.29258 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.03652 2.04925 -2.91288 -4.71482 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.18179 4.08304 -1.00388 -1.25888 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.37036 2.39858 -3.90048 -2.7747 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.17493 2.53796 -1.66615 -3.56236 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.60526 3.75886 -3.50244 -2.71272 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.29704 3.61961 -2.81163 -4.02546 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.12396 2.68126 -4.67249 -2.53053 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.95646 2.65429 -1.29099 -2.75252 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.61745 5.96754 -4.77802 -2.0983 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.37176 4.97294 -2.66484 -2.04202 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.70754 4.7747 -1.61167 -1.67386 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.27412 4.84937 -2.68211 -4.58801 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.49559 3.65365 -3.09859 -2.70873 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.13038 5.58091 -4.8918 -2.57764 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.08644 5.89871 -4.75317 -3.28644 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.25533 5.89397 -3.37315 -4.89377 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.48766 4.56304 -2.57585 -4.86627 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.81739 5.44403 -4.83486 -1.9872 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.85779 4.12383 -1.22201 -3.81348 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.37939 5.93007 -1.68357 -2.35812 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.3046 5.94176 -4.68548 -1.06881 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.75093 2.68155 -1.79093 -2.8015 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.03029 3.78509 -4.27549 -1.24443 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.60622 2.12324 -3.70191 -1.6893 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.22065 2.7285 -1.10803 -4.19515 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.24673 4.33959 -3.70843 -1.63051 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.19782 5.5413 -3.60511 -3.73714 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.23625 2.02053 -3.23425 -2.46354 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.38774 4.40943 -2.40575 -4.88085 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.00962 4.69831 -4.3018 -3.95725 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.22244 3.26461 -3.06582 -1.45361 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.74884 4.4045 -1.1219 -3.29606 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.89563 5.74156 -1.2227 -4.38095 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.84521 3.50426 -4.77811 -2.41962 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.23032 2.4131 -4.2427 -3.7664 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.22888 5.516 -3.39369 -2.61497 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.35202 5.36851 -3.54333 -4.58915 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.14261 5.9022 -2.39228 -4.3237 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.36738 5.86594 -1.16647 -1.75847 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.79116 3.3301 -3.77127 -4.77442 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.65517 2.39045 -3.31045 -4.39435 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.63541 3.01003 -3.16905 -1.27262 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.41062 4.51663 -1.31023 -2.43175 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.35175 3.99505 -2.03719 -4.83734 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.65111 4.88216 -3.32926 -4.12911 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.3416 3.24242 -4.44845 -4.55144 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.14737 2.45675 -1.02891 -4.49757 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.72468 4.21692 -3.73593 -2.10742 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.92486 3.1968 -4.3032 -4.79036 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.12861 2.10649 -2.92893 -2.47932 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.59696 5.59301 -4.53709 -1.74518 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.52005 3.94044 -4.40201 -3.46215 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.69171 4.40755 -4.00039 -4.05747 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.76584 5.236 -2.75888 -1.16593 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.30082 5.25332 -4.99657 -4.83526 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.53627 4.10295 -4.92292 -4.23918 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.87615 5.20511 -2.68726 -3.50871 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.45812 4.15599 -2.27202 -4.6961 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.83095 5.45013 -1.39062 -1.55067 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.36192 3.13373 -1.09307 -3.96019 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.69588 5.53526 -4.84146 -2.05301 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.78856 3.00119 -1.59929 -1.2637 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.64758 2.63687 -4.24307 -1.29351 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.2485 5.05449 -3.646 -2.62665 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.29104 5.52467 -4.85433 -3.57243 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.59248 4.59383 -1.81797 -4.18467 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.56678 4.19229 -4.20467 -4.84342 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.54868 4.56245 -3.51698 -4.66404 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.33039 2.02551 -3.28933 -4.52159 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.74896 4.70153 -4.45482 -1.29897 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.22601 4.6387 -1.31115 -1.30745 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.25874 5.05681 -4.95664 -4.24858 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.18392 3.72815 -2.05436 -1.27708 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.33173 2.70421 -4.02011 -1.82235 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.4272 5.74101 -4.27593 -1.58555 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.52396 2.42861 -3.55931 -4.90085 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.26717 5.20644 -2.59419 -2.98671 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.55025 2.68915 -2.03084 -4.64119 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.47786 4.46671 -1.15696 -1.34408 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.22004 2.69787 -1.56012 -1.31073 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.41513 5.06192 -3.24315 -4.5644 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.54009 2.19115 -3.69399 -1.76256 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.30399 3.30637 -3.18766 -4.85763 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.22413 5.09277 -4.51126 -2.00632 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.15117 5.2291 -4.88899 -3.16561 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.06142 4.80656 -3.59651 -4.81645 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.95522 2.36215 -4.98236 -2.49211 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.68571 2.9764 -1.79176 -1.30013 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.6374 5.59335 -4.33479 -2.31357 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.07736 3.65237 -2.14305 -2.25887 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.06679 4.53095 -4.73372 -2.1697 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.54489 2.0626 -1.07084 -2.55858 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.37412 4.73416 -3.44209 -1.43506 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.92588 4.97872 -2.3148 -1.95051 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.54876 2.53574 -2.6636 -1.04816 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.77919 5.93165 -2.71795 -1.63675 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.88889 5.57665 -1.9723 -4.90155 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.8966 5.93074 -2.61795 -1.36295 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.68685 2.89534 -3.28654 -2.33143 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.13091 4.03586 -2.37954 -3.61117 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.16506 5.5469 -2.34024 -4.92828 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.90386 3.73357 -3.92875 -2.80121 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.03709 3.04944 -3.29004 -3.21895 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.48123 3.28015 -1.62272 -1.80963 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.46346 4.51218 -1.37507 -2.95681 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.89379 5.19449 -4.96322 -1.84186 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.23387 5.65729 -2.5061 -3.32643 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.35218 3.22869 -1.73553 -3.0846 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.0709 4.47824 -4.67251 -3.88517 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.61533 4.451 -1.3127 -4.25704 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.15125 2.5796 -2.56085 -4.6525 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.88376 4.41516 -1.20362 -2.59492 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.66321 3.44985 -2.66112 -2.75091 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.31002 3.18005 -1.79052 -4.40416 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.50149 4.63498 -2.63368 -2.87361 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.95279 4.04745 -2.29316 -2.58583 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.60294 2.69025 -3.833 -2.84798 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.0019 5.74979 -3.614 -3.3598 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.7819 2.61657 -2.02963 -2.17476 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.3472 2.31136 -2.78767 -2.74963 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.67543 3.16321 -4.76355 -2.25609 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.71143 3.70011 -4.0818 -1.24505 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.26911 5.81341 -2.86824 -4.85249 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.08168 4.55184 -1.84724 -2.78129 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.89405 2.0305 -4.4532 -4.77137 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.76199 4.18789 -2.50523 -1.41691 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.37769 2.48459 -3.84354 -4.5915 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.37674 3.19314 -4.65097 -3.90584 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.42056 2.41594 -3.56745 -2.66684 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.90667 5.79499 -1.93917 -4.08973 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.52815 2.38033 -3.10133 -1.76198 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.48011 5.99715 -3.24552 -4.54086 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.90994 2.43267 -4.03744 -4.04192 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.38014 5.53389 -4.88129 -2.47756 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.71078 3.97929 -1.81564 -3.78709 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.53856 4.78266 -2.05716 -2.60826 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.40344 3.95791 -1.3549 -3.93208 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.28189 3.54632 -4.1867 -4.65439 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.07613 3.341 -1.50726 -3.03001 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.73334 5.72195 -4.90704 -3.35842 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.30732 2.78956 -2.26567 -3.25255 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.0999 2.46136 -4.19068 -4.95901 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.36181 3.89247 -1.86548 -2.76068 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.52581 4.94809 -4.91991 -3.88018 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.76194 3.41289 -1.1129 -1.50092 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.87771 4.92953 -1.15936 -2.71478 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.0146 5.35422 -1.72454 -3.44219 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.80602 4.12439 -4.10116 -3.38671 | kickE, kickI 5000 5000
